O02888	O02888		GO:0016020	
O02888	O02888		GO:0016021	
O02888	O02888		GO:0019884	
O02888	O02888		GO:0019886	
O02888	O02888		GO:0045012	
O02889	O02889		GO:0006955	
O02889	O02889		GO:0016020	
O02889	O02889		GO:0016021	
O02889	O02889		GO:0019884	
O02889	O02889		GO:0019886	
O02889	O02889		GO:0045012	
O02890	O02890		GO:0006955	
O02890	O02890		GO:0016020	
O02890	O02890		GO:0016021	
O02890	O02890		GO:0019884	
O02890	O02890		GO:0019886	
O02890	O02890		GO:0045012	
O02891	O02891		GO:0006955	
O02891	O02891		GO:0016020	
O02891	O02891		GO:0016021	
O02891	O02891		GO:0019884	
O02891	O02891		GO:0019886	
O02891	O02891		GO:0045012	
O02892	O02892		GO:0006955	
O02892	O02892		GO:0016020	
O02892	O02892		GO:0016021	
O02892	O02892		GO:0019884	
O02892	O02892		GO:0019886	
O02892	O02892		GO:0045012	
O02893	O02893		GO:0006955	
O02893	O02893		GO:0016020	
O02893	O02893		GO:0016021	
O02893	O02893		GO:0019884	
O02893	O02893		GO:0019886	
O02893	O02893		GO:0045012	
O02894	O02894		GO:0006955	
O02894	O02894		GO:0016020	
O02894	O02894		GO:0016021	
O02894	O02894		GO:0019884	
O02894	O02894		GO:0019886	
O02894	O02894		GO:0045012	
O02895	O02895		GO:0006955	
O02895	O02895		GO:0016020	
O02895	O02895		GO:0016021	
O02895	O02895		GO:0019884	
O02895	O02895		GO:0019886	
O02895	O02895		GO:0045012	
O02896	O02896		GO:0006955	
O02896	O02896		GO:0016020	
O02896	O02896		GO:0016021	
O02896	O02896		GO:0019884	
O02896	O02896		GO:0019886	
O02896	O02896		GO:0045012	
O02897	O02897		GO:0006955	
O02897	O02897		GO:0016020	
O02897	O02897		GO:0016021	
O02897	O02897		GO:0019884	
O02897	O02897		GO:0019886	
O02897	O02897		GO:0045012	
O02905	O02905		GO:0006955	
O02905	O02905		GO:0016020	
O02905	O02905		GO:0016021	
O02905	O02905		GO:0019884	
O02905	O02905		GO:0019886	
O02905	O02905		GO:0045012	
O02906	O02906		GO:0006955	
O02906	O02906		GO:0016020	
O02906	O02906		GO:0016021	
O02906	O02906		GO:0019884	
O02906	O02906		GO:0019886	
O02906	O02906		GO:0045012	
O02910	O02910		GO:0006955	
O02910	O02910		GO:0016020	
O02910	O02910		GO:0016021	
O02910	O02910		GO:0019884	
O02910	O02910		GO:0019886	
O02910	O02910		GO:0045012	
O02911	O02911		GO:0006955	
O02911	O02911		GO:0016020	
O02911	O02911		GO:0016021	
O02911	O02911		GO:0019884	
O02911	O02911		GO:0019886	
O02911	O02911		GO:0045012	
O02912	O02912		GO:0006955	
O02912	O02912		GO:0016020	
O02912	O02912		GO:0016021	
O02912	O02912		GO:0019884	
O02912	O02912		GO:0019886	
O02912	O02912		GO:0045012	
O03371	O03371		GO:0005739	
O03371	O03371		GO:0005746	
O03371	O03371		GO:0006118	
O03371	O03371		GO:0006810	
O03371	O03371		GO:0016020	
O03371	O03371		GO:0016021	
O03371	O03371		GO:0016491	
O03372	O03372		GO:0005739	
O03372	O03372		GO:0005746	
O03372	O03372		GO:0006118	
O03372	O03372		GO:0006810	
O03372	O03372		GO:0016020	
O03372	O03372		GO:0016021	
O03372	O03372		GO:0016491	
O03373	O03373		GO:0005739	
O03373	O03373		GO:0005746	
O03373	O03373		GO:0006118	
O03373	O03373		GO:0006810	
O03373	O03373		GO:0016020	
O03373	O03373		GO:0016021	
O03373	O03373		GO:0016491	
O03388	O03388		GO:0005739	
O03388	O03388		GO:0005746	
O03388	O03388		GO:0006118	
O03388	O03388		GO:0006810	
O03388	O03388		GO:0016020	
O03388	O03388		GO:0016021	
O03388	O03388		GO:0016491	
O03389	O03389		GO:0005739	
O03389	O03389		GO:0005746	
O03389	O03389		GO:0006118	
O03389	O03389		GO:0006810	
O03389	O03389		GO:0016020	
O03389	O03389		GO:0016021	
O03389	O03389		GO:0016491	
O03390	O03390		GO:0005739	
O03390	O03390		GO:0005746	
O03390	O03390		GO:0006118	
O03390	O03390		GO:0006810	
O03390	O03390		GO:0016020	
O03390	O03390		GO:0016021	
O03390	O03390		GO:0016491	
O08520	CMST_CRIGR		GO:0005338	
O08520	CMST_CRIGR		GO:0005351	
O08520	CMST_CRIGR		GO:0005794	
O08520	CMST_CRIGR		GO:0006810	
O08520	CMST_CRIGR		GO:0015780	
O08520	CMST_CRIGR		GO:0016021	
O08521	O08521		GO:0003677	
O08521	O08521		GO:0003899	
O08521	O08521		GO:0005634	
O08521	O08521		GO:0006350	
O08522	GS28_CRIGR		GO:0000138	
O08522	GS28_CRIGR		GO:0005484	
O08522	GS28_CRIGR		GO:0005794	
O08522	GS28_CRIGR		GO:0005871	
O08522	GS28_CRIGR		GO:0006810	
O08522	GS28_CRIGR		GO:0006886	
O08522	GS28_CRIGR		GO:0006888	
O08522	GS28_CRIGR		GO:0006891	
O08522	GS28_CRIGR		GO:0008565	
O08522	GS28_CRIGR		GO:0015031	
O08522	GS28_CRIGR		GO:0016021	
O08523	O08523		GO:0005201	
O08523	O08523		GO:0005578	
O08523	O08523		GO:0007155	
O08523	O08523		GO:0007160	
O08523	O08523		GO:0008152	
O08523	O08523		GO:0016491	
O08524	O08524		GO:0005201	
O08524	O08524		GO:0005578	
O08525	O08525		GO:0007242	
O08526	O08526		GO:0006955	
O08526	O08526		GO:0007242	
O08526	O08526		GO:0042110	
O08528	HXK2_MOUSE		GO:0003824	
O08528	HXK2_MOUSE		GO:0004396	
O08528	HXK2_MOUSE		GO:0005524	
O08528	HXK2_MOUSE		GO:0006096	
O08528	HXK2_MOUSE		GO:0016020	
O08528	HXK2_MOUSE		GO:0016301	
O08528	HXK2_MOUSE		GO:0016740	
O08529	CAN2_MOUSE		GO:0004197	
O08529	CAN2_MOUSE		GO:0004198	
O08529	CAN2_MOUSE		GO:0005509	
O08529	CAN2_MOUSE		GO:0005622	
O08529	CAN2_MOUSE		GO:0006508	
O08529	CAN2_MOUSE		GO:0008234	
O08529	CAN2_MOUSE		GO:0016787	
O08530	EDG1_MOUSE		GO:0001584	
O08530	EDG1_MOUSE		GO:0001619	
O08530	EDG1_MOUSE		GO:0004930	
O08530	EDG1_MOUSE		GO:0007186	
O08530	EDG1_MOUSE		GO:0007193	
O08530	EDG1_MOUSE		GO:0016021	
O08532	CIC2_MOUSE		GO:0005216	
O08532	CIC2_MOUSE		GO:0005244	
O08532	CIC2_MOUSE		GO:0005262	
O08532	CIC2_MOUSE		GO:0006811	
O08532	CIC2_MOUSE		GO:0016020	
O08532	CIC2_MOUSE		GO:0016021	
O08537	ESR2_MOUSE		GO:0003677	
O08537	ESR2_MOUSE		GO:0003700	
O08537	ESR2_MOUSE		GO:0003707	
O08537	ESR2_MOUSE		GO:0004872	
O08537	ESR2_MOUSE		GO:0004879	
O08537	ESR2_MOUSE		GO:0005496	
O08537	ESR2_MOUSE		GO:0005634	
O08537	ESR2_MOUSE		GO:0006355	
O08537	ESR2_MOUSE		GO:0006928	
O08537	ESR2_MOUSE		GO:0007420	
O08537	ESR2_MOUSE		GO:0030284	SPTR:Q92731
O08537	ESR2_MOUSE		GO:0030308	SPTR:Q92731
O08537	ESR2_MOUSE		GO:0030520	SPTR:Q92731
O08537	ESR2_MOUSE		GO:0048019	SPTR:Q92731
O08538	AGP1_MOUSE		GO:0001525	
O08538	AGP1_MOUSE		GO:0005871	
O08538	AGP1_MOUSE		GO:0007169	
O08539	BIN1_MOUSE		GO:0005871	
O08539	BIN1_MOUSE		GO:0006897	
O08539	BIN1_MOUSE		GO:0007268	
O08539	BIN1_MOUSE		GO:0030154	
O08539	BIN1_MOUSE		GO:0045786	
O08541	O08541		GO:0005977	
O08541	O08541		GO:0005978	
O08542	EFA4_MOUSE		GO:0016020	
O08543	EFA5_MOUSE		GO:0007275	
O08543	EFA5_MOUSE		GO:0007399	
O08543	EFA5_MOUSE		GO:0016020	
O08545	EFA3_MOUSE		GO:0016020	
O08547	O08547		GO:0000139	
O08547	O08547		GO:0005789	
O08547	O08547		GO:0016192	
O08550	TRX2_MOUSE		GO:0003677	
O08550	TRX2_MOUSE		GO:0005634	
O08550	TRX2_MOUSE		GO:0006355	
O08551	O08551		GO:0004672	
O08551	O08551		GO:0004674	
O08551	O08551		GO:0005524	
O08551	O08551		GO:0006468	
O08551	O08551		GO:0016301	
O08551	O08551		GO:0016740	
O08553	DPY2_MOUSE		GO:0016787	
O08570	O08570		GO:0004888	
O08570	O08570		GO:0007275	
O08570	O08570		GO:0016020	
O08573	LEG9_MOUSE		GO:0005529	
O08573	LEG9_MOUSE		GO:0007157	
O08575	EYA2_MOUSE		GO:0005634	
O08575	EYA2_MOUSE		GO:0005737	
O08575	EYA2_MOUSE		GO:0007275	
O08575	EYA2_MOUSE		GO:0008152	
O08575	EYA2_MOUSE		GO:0008632	
O08575	EYA2_MOUSE		GO:0016787	
O08579	EMD_MOUSE		GO:0005634	
O08579	EMD_MOUSE		GO:0005635	
O08579	EMD_MOUSE		GO:0016021	
O08580	ERR1_MOUSE		GO:0003677	
O08580	ERR1_MOUSE		GO:0003700	
O08580	ERR1_MOUSE		GO:0003707	
O08580	ERR1_MOUSE		GO:0004872	
O08580	ERR1_MOUSE		GO:0004879	
O08580	ERR1_MOUSE		GO:0005634	
O08580	ERR1_MOUSE		GO:0006355	
O08581	CIW1_MOUSE		GO:0005216	
O08581	CIW1_MOUSE		GO:0005244	
O08581	CIW1_MOUSE		GO:0005267	
O08581	CIW1_MOUSE		GO:0006810	
O08581	CIW1_MOUSE		GO:0006811	
O08581	CIW1_MOUSE		GO:0006813	
O08581	CIW1_MOUSE		GO:0016020	
O08581	CIW1_MOUSE		GO:0016021	
O08582	GTB1_MOUSE		GO:0003746	
O08582	GTB1_MOUSE		GO:0005525	
O08582	GTB1_MOUSE		GO:0006414	
O08583	O08583		GO:0003676	
O08583	O08583		GO:0003697	
O08583	O08583		GO:0003723	
O08584	KLF6_MOUSE		GO:0003677	
O08584	KLF6_MOUSE		GO:0005634	
O08584	KLF6_MOUSE		GO:0006355	
O08585	CLCA_MOUSE		GO:0005509	
O08585	CLCA_MOUSE		GO:0005905	
O08586	PTEN_MOUSE		GO:0004440	
O08586	PTEN_MOUSE		GO:0004721	
O08586	PTEN_MOUSE		GO:0006470	
O08586	PTEN_MOUSE		GO:0006917	
O08586	PTEN_MOUSE		GO:0007417	
O08586	PTEN_MOUSE		GO:0016314	
O08586	PTEN_MOUSE		GO:0016477	
O08586	PTEN_MOUSE		GO:0016506	
O08586	PTEN_MOUSE		GO:0016787	
O08586	PTEN_MOUSE		GO:0045786	
O08597	SGCG_MESAU		GO:0005856	
O08597	SGCG_MESAU		GO:0016021	
O08599	STB1_MOUSE		GO:0005515	
O08599	STB1_MOUSE		GO:0006886	
O08599	STB1_MOUSE		GO:0008565	
O08599	STB1_MOUSE		GO:0009306	
O08599	STB1_MOUSE		GO:0015031	
O08600	NUCG_MOUSE		GO:0000287	
O08600	NUCG_MOUSE		GO:0003676	
O08600	NUCG_MOUSE		GO:0004518	
O08600	NUCG_MOUSE		GO:0004519	
O08600	NUCG_MOUSE		GO:0005739	
O08600	NUCG_MOUSE		GO:0016787	
O08601	MTP_MOUSE		GO:0005319	
O08601	MTP_MOUSE		GO:0005783	
O08601	MTP_MOUSE		GO:0006810	
O08601	MTP_MOUSE		GO:0006869	
O08601	MTP_MOUSE		GO:0008289	
O08602	RT1A_MOUSE		GO:0000004	
O08602	RT1A_MOUSE		GO:0016020	
O08602	RT1A_MOUSE		GO:0046658	
O08602	RT1A_MOUSE		GO:0046703	
O08603	RT1B_MOUSE		GO:0000004	
O08603	RT1B_MOUSE		GO:0016020	
O08603	RT1B_MOUSE		GO:0046658	
O08603	RT1B_MOUSE		GO:0046703	
O08605	MNK1_MOUSE		GO:0004672	
O08605	MNK1_MOUSE		GO:0004674	
O08605	MNK1_MOUSE		GO:0004682	
O08605	MNK1_MOUSE		GO:0004691	
O08605	MNK1_MOUSE		GO:0004713	
O08605	MNK1_MOUSE		GO:0005524	
O08605	MNK1_MOUSE		GO:0006417	
O08605	MNK1_MOUSE		GO:0006445	
O08605	MNK1_MOUSE		GO:0006468	
O08605	MNK1_MOUSE		GO:0006950	
O08605	MNK1_MOUSE		GO:0007243	
O08605	MNK1_MOUSE		GO:0016740	
O08608	OAZ2_MOUSE		GO:0004857	
O08608	OAZ2_MOUSE		GO:0008073	
O08609	MLX_MOUSE		GO:0003677	
O08609	MLX_MOUSE		GO:0005634	
O08609	MLX_MOUSE		GO:0006355	
O08613	O08613		GO:0003774	
O08613	O08613		GO:0005524	
O08613	O08613		GO:0005875	
O08614	O08614		GO:0003779	
O08614	O08614		GO:0005515	
O08614	O08614		GO:0030054	
O08614	O08614		GO:0045202	
O08615	FIG1_MUSSP		GO:0016491	
O08631	O08631		GO:0005882	
O08633	KR81_MOUSE		GO:0005882	
O08634	O08634		GO:0005882	
O08636	O08636		GO:0005882	
O08638	MYHB_MOUSE		GO:0003774	
O08638	MYHB_MOUSE		GO:0003779	
O08638	MYHB_MOUSE		GO:0005516	
O08638	MYHB_MOUSE		GO:0005524	
O08638	MYHB_MOUSE		GO:0005863	
O08638	MYHB_MOUSE		GO:0005871	
O08638	MYHB_MOUSE		GO:0006941	
O08638	MYHB_MOUSE		GO:0007517	
O08638	MYHB_MOUSE		GO:0016459	
O08643	O08643		GO:0004252	
O08643	O08643		GO:0004263	
O08643	O08643		GO:0004295	
O08643	O08643		GO:0006508	
O08643	O08643		GO:0008233	
O08643	O08643		GO:0016787	
O08644	EPB6_MOUSE		GO:0004672	
O08644	EPB6_MOUSE		GO:0004713	
O08644	EPB6_MOUSE		GO:0004872	
O08644	EPB6_MOUSE		GO:0005003	
O08644	EPB6_MOUSE		GO:0005524	
O08644	EPB6_MOUSE		GO:0006468	
O08644	EPB6_MOUSE		GO:0007169	
O08644	EPB6_MOUSE		GO:0016020	
O08644	EPB6_MOUSE		GO:0016021	
O08648	M3K4_MOUSE		GO:0004672	
O08648	M3K4_MOUSE		GO:0004674	
O08648	M3K4_MOUSE		GO:0005524	
O08648	M3K4_MOUSE		GO:0006468	
O08648	M3K4_MOUSE		GO:0016740	
O08650	HAS3_MOUSE		GO:0016021	
O08650	HAS3_MOUSE		GO:0016740	
O08650	HAS3_MOUSE		GO:0016757	
O08663	AMP2_MOUSE		GO:0004177	
O08663	AMP2_MOUSE		GO:0004239	
